School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Arkansas,36,26,10,.722,14.06,8.62,12,6,15,3,6,5,2855,2659,1440,997,2165,.461,233,638,.365,628,825,.761,397,1298,497,278,170,428,739,71.7,110.6,.381,.295,.558,49.5,49.8,10.8,12.4,.514,14.3,31.5,.290,+15.60,116.7,101.1,69.0,+.093,+7.54,107.9,100.4,-1.20
Arkansas-Pine Bluff,32,7,25,.219,-22.71,-10.18,6,12,6,6,1,19,1977,2320,1305,695,1725,.403,208,621,.335,379,581,.652,332,1013,334,279,93,578,718,68.8,88.1,.337,.360,.494,46.8,48.1,12.4,9.5,.463,22.4,29.6,.220,-25.20,85.6,110.8,67.1,-.010,-8.99,100.4,109.4,+3.01
Army,32,13,19,.406,-5.76,-4.02,6,12,9,8,4,10,2324,2340,1295,842,1906,.442,291,825,.353,349,533,.655,316,1213,520,178,61,480,620,72.0,99.7,.280,.433,.538,51.8,61.8,7.6,4.9,.518,18.2,27.0,.183,-6.43,98.4,104.8,70.9,-.063,-4.66,101.3,105.9,-3.72
Auburn,32,18,14,.563,8.18,7.33,7,11,10,5,6,6,2573,2546,1290,861,1969,.437,289,789,.366,562,836,.672,367,1171,416,234,162,434,668,75.2,106.1,.425,.401,.544,48.4,48.3,9.6,13.4,.511,15.5,30.2,.285,+8.27,111.7,103.4,73.1,+.045,+7.05,107.4,100.3,+1.87
Austin Peay,30,11,19,.367,-10.74,-2.06,7,9,5,8,4,11,2331,2515,1215,806,1718,.469,227,640,.355,492,695,.708,245,913,324,171,73,373,547,71.8,106.9,.405,.373,.569,44.9,40.2,7.8,6.3,.535,15.4,24.4,.286,-11.08,106.0,117.1,69.5,+.040,-1.75,104.7,106.5,+3.21
Ball State,34,21,13,.618,-1.27,-3.39,11,7,11,5,7,7,2677,2567,1380,929,2014,.461,319,841,.379,500,696,.718,334,1281,529,203,118,496,658,72.7,106.7,.346,.418,.571,51.2,56.9,8.1,8.8,.540,17.5,28.2,.248,-0.47,104.8,105.2,70.5,+.051,-4.00,103.0,107.0,-10.62
Baylor,34,27,7,.794,20.33,11.60,12,6,15,2,6,4,2500,2158,1360,904,1900,.476,227,628,.361,465,641,.725,435,1292,533,174,163,453,597,65.3,112.7,.337,.331,.567,56.8,59.0,7.8,13.1,.536,17.0,40.5,.245,+25.01,117.3,92.3,62.7,+.002,+12.77,111.3,98.5,+1.64
Belmont,30,23,7,.767,4.46,-1.51,15,1,12,1,11,3,2302,2078,1205,798,1703,.469,306,895,.342,400,521,.768,253,1057,481,131,80,379,531,69.0,110.7,.306,.526,.590,52.1,60.3,6.3,6.8,.558,16.3,26.3,.235,+7.60,110.5,102.9,67.5,+.067,-2.42,103.6,106.0,+3.77
Bethune-Cookman,32,10,22,.313,-19.32,-11.09,6,10,7,7,2,13,2275,2490,1315,840,2022,.415,228,712,.320,367,554,.662,398,1135,448,245,96,413,644,70.1,98.8,.274,.352,.498,47.0,53.3,10.6,7.9,.472,15.3,31.1,.182,-20.20,95.0,115.2,67.8,-.011,-11.25,98.7,109.9,-2.17
Binghamton,32,12,20,.375,-11.87,-5.66,3,13,7,7,4,13,2175,2270,1285,768,1757,.437,248,685,.362,391,555,.705,251,1055,410,167,78,397,546,67.4,100.4,.316,.390,.538,48.6,53.4,7.7,6.9,.508,16.4,23.4,.223,-13.68,96.2,109.9,65.5,-.009,-4.99,102.3,107.3,-4.64
Boise State,31,20,11,.645,5.90,2.50,12,6,11,3,8,6,2348,2207,1240,791,1749,.452,247,701,.352,519,728,.713,300,1106,379,153,76,392,644,70.5,107.4,.416,.401,.560,51.4,47.9,7.0,6.1,.523,15.8,28.3,.297,+6.50,109.7,103.2,68.9,+.024,+2.44,105.5,103.1,+1.64
Boston College,32,9,23,.281,2.28,8.15,2,16,8,10,0,9,2320,2508,1280,843,1880,.448,256,685,.374,378,556,.680,292,1119,473,179,86,467,597,72.5,100.0,.296,.364,.541,50.2,56.1,7.7,7.2,.516,17.9,25.7,.201,+0.42,104.3,103.9,70.6,-.032,+9.15,110.6,101.4,-6.13
Boston University,32,18,14,.563,-2.34,-3.57,12,6,11,5,6,9,2339,2264,1300,817,1844,.443,274,773,.354,431,619,.696,320,1141,449,265,81,459,610,70.0,102.8,.336,.419,.547,50.1,55.0,11.6,7.7,.517,17.7,28.1,.234,-2.08,101.4,103.4,69.2,+.003,-4.23,101.7,105.9,-0.54
Bowling Green State,32,13,19,.406,-5.82,-1.82,7,11,10,7,3,12,2355,2453,1295,832,1957,.425,220,644,.342,471,706,.667,352,1153,390,221,87,409,623,72.7,100.1,.361,.329,.514,48.8,46.9,9.4,7.1,.481,15.1,28.1,.241,-7.21,100.0,107.2,69.5,+.010,-1.60,103.8,105.4,-5.99
Bradley,33,13,20,.394,-2.77,3.01,7,11,8,7,3,10,2163,2333,1325,731,1722,.425,217,609,.356,484,719,.673,294,1156,372,203,118,500,672,68.7,95.0,.418,.354,.524,49.2,50.9,8.9,10.5,.488,19.5,26.0,.281,-4.30,98.5,102.8,67.1,+.018,+2.71,105.9,103.2,+0.64
Brigham Young,34,22,12,.647,8.23,1.88,12,6,14,4,5,4,2741,2525,1360,937,2057,.456,230,668,.344,637,869,.733,362,1418,534,224,156,469,657,75.6,106.7,.422,.325,.555,53.5,57.0,8.7,11.7,.511,16.0,29.1,.310,+9.68,109.1,99.4,75.0,+.010,+0.33,104.2,103.9,-2.20
Brown,30,13,17,.433,-8.48,-4.02,4,10,9,7,4,8,2275,2338,1200,735,1660,.443,244,665,.367,561,739,.759,275,933,399,228,56,430,597,72.1,105.1,.445,.401,.566,47.8,54.3,10.5,5.3,.516,17.6,27.1,.338,-9.81,104.1,113.9,70.8,+.017,-5.23,101.3,106.5,-9.40
Bryant,32,12,20,.375,-9.62,-5.36,9,9,9,5,2,15,2373,2478,1315,839,1917,.438,237,701,.338,458,636,.720,345,1148,460,218,69,428,680,70.0,103.2,.332,.366,.535,49.4,54.8,9.5,5.8,.499,16.2,29.5,.239,-10.37,101.7,112.0,68.7,-.014,-6.17,100.7,106.8,+3.35
Bucknell,35,26,9,.743,6.01,-2.36,15,3,14,2,9,6,2669,2376,1400,942,1961,.480,286,754,.379,497,730,.681,302,1203,510,252,134,466,655,70.7,107.9,.372,.384,.578,50.6,54.1,10.2,9.7,.553,16.8,26.7,.253,+8.71,109.1,100.3,69.3,+.018,-4.37,100.9,105.3,+1.09
Buffalo,32,17,15,.531,1.11,-0.82,11,7,8,4,8,7,2486,2375,1285,877,1945,.451,240,727,.330,492,711,.692,396,1295,459,181,127,465,735,73.1,105.8,.366,.374,.545,53.1,52.3,7.7,10.2,.513,16.9,33.6,.253,+3.11,105.3,102.2,70.9,-.053,-0.17,105.3,105.5,+2.76
Butler,33,25,8,.758,17.98,9.92,12,6,13,3,7,4,2515,2249,1330,879,1836,.479,253,686,.369,504,683,.738,279,1065,440,201,95,337,617,67.1,112.7,.372,.374,.582,50.9,50.1,9.0,8.6,.548,13.5,27.3,.275,+20.91,118.0,97.1,64.9,-.001,+10.72,110.6,99.9,+5.29
Cal Poly,31,11,20,.355,-10.75,-4.27,6,10,6,6,5,11,2082,2242,1250,726,1800,.403,258,758,.340,372,534,.697,298,1003,322,162,113,334,574,66.8,99.8,.297,.421,.507,46.5,44.4,7.8,9.2,.475,14.0,25.8,.207,-13.18,99.9,113.0,64.9,+.013,-4.18,100.7,104.9,+2.64
Cal State Bakersfield,32,23,9,.719,2.60,-2.85,12,2,12,1,9,6,2280,2020,1305,823,1869,.440,200,591,.338,434,687,.632,390,1242,463,268,126,477,723,69.8,100.2,.368,.316,.519,52.6,56.3,11.8,12.5,.494,17.8,33.5,.232,+4.52,98.0,93.5,66.0,-.004,-3.53,101.9,105.5,-1.04
Cal State Fullerton,32,17,15,.531,-7.49,-6.79,10,6,12,4,4,8,2351,2280,1315,821,1850,.444,196,631,.311,513,747,.687,333,1196,387,223,117,480,666,71.2,100.4,.404,.341,.533,52.2,47.1,9.5,9.9,.497,17.9,29.5,.277,-8.54,97.0,105.5,68.1,+.034,-8.82,99.7,108.5,-7.89
Cal State Northridge,30,11,19,.367,-8.28,-4.06,7,9,7,7,4,8,2341,2440,1200,806,1747,.461,145,415,.349,584,801,.729,293,1052,411,207,90,399,638,74.6,104.6,.459,.238,.550,49.0,51.0,9.2,7.0,.503,15.8,27.9,.334,-10.60,104.0,114.6,72.3,-.032,-5.96,99.9,105.8,+0.71
Campbell,35,18,17,.514,-10.21,-7.93,7,11,10,7,6,9,2516,2470,1410,856,1875,.457,275,743,.370,529,703,.752,272,1152,406,232,144,457,633,68.0,105.0,.375,.396,.570,49.3,47.4,9.7,11.3,.530,17.1,24.2,.282,-11.36,99.3,110.7,65.0,+.035,-7.53,101.3,108.8,-5.06
Canisius,34,18,16,.529,-2.84,-3.52,10,10,7,7,9,8,2665,2642,1370,943,2066,.456,309,832,.371,470,639,.736,364,1120,601,230,64,448,659,71.5,108.9,.309,.403,.562,48.3,63.7,9.4,4.9,.531,15.9,30.2,.227,-1.63,108.3,109.9,69.2,+.016,-3.04,102.8,105.8,-0.82
Central Arkansas,32,8,24,.250,-13.20,-3.92,7,11,5,6,3,16,2395,2692,1295,836,1910,.438,230,613,.375,493,687,.718,335,1151,465,178,84,446,606,72.2,102.4,.360,.321,.535,48.8,55.6,7.6,7.4,.498,16.6,28.7,.258,-13.51,104.0,117.5,70.6,-.014,-3.03,103.0,106.0,+6.91
Central Connecticut State,29,6,23,.207,-17.42,-7.59,4,14,3,9,3,14,1827,2112,1170,675,1602,.421,146,418,.349,331,534,.620,332,966,341,166,68,414,539,66.5,93.9,.333,.261,.492,48.5,50.5,8.5,6.9,.467,18.2,31.5,.207,-21.08,92.8,113.9,64.4,-.023,-8.06,99.3,107.4,-3.67
Central Florida,33,22,11,.667,9.52,2.98,11,7,14,3,5,6,2230,2014,1325,763,1739,.439,243,688,.353,461,705,.654,360,1355,374,127,131,479,507,66.2,101.7,.405,.396,.538,55.8,49.0,5.8,10.9,.509,18.8,32.8,.265,+11.00,103.8,92.8,65.2,-.002,+2.06,104.9,102.9,-6.41
Central Michigan,32,16,16,.500,-5.60,-2.47,6,12,10,5,5,9,2826,2807,1295,912,2153,.424,399,1115,.358,603,762,.791,362,1244,362,181,93,362,612,77.8,112.2,.354,.518,.562,47.7,39.7,7.2,6.6,.516,12.6,27.7,.280,-6.03,111.5,117.6,74.8,+.053,-1.94,103.2,105.1,-5.19
Charleston Southern,31,12,19,.387,-12.32,-6.25,7,11,9,6,3,12,2304,2343,1255,824,1868,.441,228,669,.341,428,643,.666,336,1092,341,176,89,358,620,69.7,105.3,.344,.358,.530,50.1,41.4,8.0,8.4,.502,14.1,29.0,.229,-13.40,103.2,116.6,67.7,+.007,-5.64,101.1,106.7,+4.73
Charlotte,30,13,17,.433,-5.14,-0.83,7,11,10,5,3,9,2295,2407,1205,800,1803,.444,237,630,.376,458,614,.746,224,979,361,190,94,366,578,74.4,102.4,.341,.349,.548,44.8,45.1,8.5,7.3,.509,14.9,20.6,.254,-6.29,103.2,109.4,72.3,+.033,-1.72,103.4,105.1,+2.25
Chattanooga,31,19,12,.613,1.34,-1.84,10,8,11,3,7,7,2314,2132,1245,801,1718,.466,231,667,.346,481,677,.710,315,1005,377,241,145,413,570,68.2,108.9,.394,.388,.567,49.1,47.1,11.3,12.4,.533,16.8,30.6,.280,+4.59,106.7,102.1,65.0,-.010,-0.56,105.7,106.3,+2.64
Chicago State,32,6,26,.188,-16.70,-0.22,1,13,3,7,2,17,2089,2511,1300,739,1923,.384,212,681,.311,399,569,.701,344,1123,360,215,68,440,616,70.3,91.4,.296,.354,.476,46.8,48.7,9.4,6.6,.439,16.7,26.8,.207,-19.38,91.9,111.3,66.6,-.009,+1.60,104.5,102.9,+5.89
Cincinnati,36,30,6,.833,18.50,5.55,16,2,18,0,8,3,2674,2208,1450,969,2116,.458,264,764,.346,472,688,.686,437,1328,557,261,173,364,566,65.2,113.2,.325,.361,.547,53.3,57.5,11.0,13.9,.520,13.0,35.5,.223,+22.32,114.3,91.9,63.4,+.029,+3.56,106.5,103.0,-0.22
Citadel,33,12,21,.364,-12.62,-2.68,4,14,8,8,3,12,2964,3121,1335,980,2357,.416,397,1165,.341,607,802,.757,445,1232,561,306,85,473,737,82.7,107.4,.340,.494,.541,45.9,57.2,11.1,5.9,.500,14.7,30.0,.258,-10.74,105.6,116.4,79.3,+.023,-1.05,104.9,106.0,-2.00
Clemson,33,17,16,.515,13.27,10.03,6,12,11,6,3,7,2468,2361,1325,871,1939,.449,239,669,.357,487,666,.731,365,1124,414,235,130,355,501,67.7,110.0,.343,.345,.547,49.3,47.5,10.5,10.7,.511,13.6,31.4,.251,+15.88,115.9,100.0,65.9,-.053,+11.52,111.2,99.7,+2.16
Cleveland State,31,9,22,.290,-6.61,-1.41,5,13,5,6,2,14,2083,2222,1260,745,1838,.405,219,709,.309,374,541,.691,336,1024,327,221,94,405,636,68.8,96.1,.294,.386,.497,47.0,43.9,10.2,8.7,.465,16.2,28.8,.203,-6.81,96.4,103.2,64.9,-.090,-0.97,104.8,105.8,+5.16
Coastal Carolina,34,17,17,.500,-3.87,-1.59,10,8,12,6,3,10,2465,2472,1370,889,2088,.426,291,862,.338,396,607,.652,409,1364,417,189,93,445,610,70.3,102.4,.291,.413,.519,52.0,46.9,7.8,8.4,.495,15.8,30.9,.190,-2.77,102.5,105.3,67.5,+.025,+0.11,104.8,104.7,+1.81
Colgate,32,10,22,.313,-8.37,-3.50,8,10,4,8,6,12,2145,2273,1305,745,1693,.440,271,732,.370,384,567,.677,261,1037,414,164,82,470,603,66.4,99.0,.335,.432,.547,49.7,55.6,7.6,7.7,.520,19.3,24.9,.227,-9.13,98.5,107.7,64.6,-.013,-2.81,102.5,105.3,-0.54
College of Charleston,35,25,10,.714,4.11,-0.07,14,4,12,2,10,5,2416,2260,1405,804,1862,.432,220,670,.328,588,799,.736,301,1194,355,194,117,364,604,65.6,104.8,.429,.360,.539,49.1,44.2,8.4,9.8,.491,14.0,25.6,.316,+7.51,105.9,98.4,63.8,+.064,-0.09,105.7,105.8,+0.48
Colorado,34,19,15,.559,9.15,6.03,8,10,13,4,4,9,2568,2455,1370,888,1993,.446,250,718,.348,542,770,.704,404,1276,474,172,146,410,632,69.0,108.7,.386,.360,.544,52.1,53.4,7.3,11.9,.508,14.8,32.7,.272,+10.21,112.0,101.8,67.3,-.040,+5.02,107.6,102.5,-0.62
Colorado State,35,24,11,.686,6.69,2.17,13,5,15,4,7,5,2548,2366,1400,859,2012,.427,251,732,.343,579,789,.734,393,1335,392,213,120,375,601,68.0,107.1,.392,.364,.534,51.8,45.6,9.0,9.9,.489,13.6,31.4,.288,+8.48,108.3,99.9,65.7,+.014,+1.33,104.5,103.2,-1.06
Columbia,27,11,16,.407,-5.59,-3.05,5,9,7,6,4,10,1940,1964,1090,700,1603,.437,211,584,.361,329,465,.708,270,941,418,190,79,346,506,69.5,102.5,.290,.364,.532,48.4,59.7,10.0,9.3,.502,15.9,27.9,.205,-6.20,101.0,107.2,68.4,-.022,-3.03,102.8,105.8,-3.66
Connecticut,33,16,17,.485,7.25,6.62,9,9,8,6,4,8,2220,2189,1330,778,1809,.430,223,628,.355,441,619,.712,336,1209,432,146,177,402,575,65.4,102.1,.342,.347,.528,50.9,55.5,6.7,15.3,.492,16.0,29.9,.244,+6.73,105.3,98.6,64.5,-.047,+6.13,107.4,101.3,+5.52
Coppin State,32,8,24,.250,-21.42,-7.92,7,9,5,6,3,16,2119,2521,1290,705,1846,.382,225,708,.318,484,745,.650,367,1115,335,182,72,441,664,70.6,93.1,.404,.384,.482,46.3,47.5,8.0,6.4,.443,16.7,28.4,.262,-21.74,93.7,115.4,68.3,+.002,-6.82,100.7,107.5,+7.95
Cornell,29,8,21,.276,-8.36,-1.51,4,10,3,8,4,12,2074,2238,1165,746,1646,.453,244,720,.339,338,484,.698,219,976,417,150,78,420,529,71.3,99.8,.294,.437,.553,48.7,55.9,7.2,6.7,.527,18.3,22.5,.205,-8.67,99.7,108.4,69.2,-.032,-0.20,105.3,105.5,+1.94
Creighton,35,25,10,.714,17.44,9.12,10,8,13,4,7,4,2864,2549,1400,1078,2137,.504,304,766,.397,404,592,.682,288,1223,598,213,102,434,582,72.9,112.3,.277,.358,.592,49.3,55.5,8.4,7.6,.576,15.2,24.7,.189,+19.59,115.6,96.0,70.5,+.009,+8.98,110.2,101.2,-1.30
Dartmouth,27,7,20,.259,-11.11,-3.40,4,10,3,9,4,11,1812,2020,1085,631,1463,.431,199,565,.352,351,495,.709,251,917,301,124,48,401,493,68.2,97.9,.338,.386,.534,50.5,47.7,6.7,4.7,.499,19.1,27.8,.240,-12.97,99.2,112.1,66.9,+.032,-2.87,102.3,105.2,-4.46
Davidson,32,17,15,.531,6.61,4.42,8,10,8,5,5,7,2362,2292,1290,814,1861,.437,292,856,.341,442,587,.753,285,1149,499,163,106,390,583,69.5,105.4,.315,.460,.552,49.6,61.3,7.3,8.5,.516,15.4,25.1,.238,+7.82,108.5,100.7,68.0,-.031,+4.66,106.9,102.3,+2.31
Dayton,32,24,8,.750,13.15,4.44,15,3,15,1,7,3,2428,2126,1285,820,1763,.465,258,671,.385,530,768,.690,275,1097,500,249,128,376,601,69.4,108.8,.436,.381,.571,49.7,61.0,11.2,11.9,.538,15.0,25.6,.301,+15.67,112.3,96.6,68.2,-.011,+3.38,105.6,102.2,+2.89
DePaul,32,9,23,.281,2.20,7.89,2,16,8,10,1,9,2206,2388,1285,775,1804,.430,184,564,.326,472,642,.735,339,1057,366,213,92,451,635,69.0,99.5,.356,.313,.523,49.0,47.2,9.6,8.8,.481,17.6,29.9,.262,-1.03,103.5,104.5,67.2,-.069,+7.28,108.8,101.5,-7.09
Delaware,33,13,20,.394,-9.88,-1.33,5,13,9,5,3,12,2157,2381,1325,775,1838,.422,196,643,.305,411,599,.686,321,1159,385,176,102,400,625,66.2,98.4,.326,.350,.508,50.1,49.7,8.0,9.7,.475,15.9,27.4,.224,-11.09,97.3,108.4,64.4,+.089,+0.21,106.4,106.2,-2.93
Delaware State,32,10,22,.313,-18.70,-9.27,7,9,4,7,6,14,2186,2399,1295,782,1865,.419,263,727,.362,359,545,.659,348,1057,429,177,89,438,608,68.5,98.6,.292,.390,.515,46.2,54.9,8.0,8.5,.490,17.1,29.3,.192,-19.85,94.3,114.1,65.3,+.007,-8.51,100.6,109.1,+3.87
Denver,30,16,14,.533,-2.81,-4.01,8,8,8,5,7,8,2275,2239,1210,811,1684,.482,223,555,.402,428,583,.734,273,1058,452,150,64,404,603,69.0,109.0,.346,.330,.580,53.1,55.7,7.2,6.1,.548,17.1,28.8,.254,-1.54,107.5,109.1,66.3,-.007,-3.52,103.9,107.4,-5.14
Detroit Mercy,31,8,23,.258,-10.61,-1.51,6,12,5,9,3,13,2387,2630,1255,830,1867,.445,251,675,.372,476,717,.664,320,1036,398,203,78,450,741,74.3,102.4,.384,.362,.541,47.1,48.0,8.7,6.9,.512,16.9,27.6,.255,-12.33,102.2,114.5,72.2,+.016,-1.22,103.7,104.9,+2.72
Drake,31,7,24,.226,-4.62,2.00,5,13,6,9,1,11,2208,2390,1255,760,1856,.409,270,782,.345,418,553,.756,311,1070,404,188,75,388,563,70.0,100.5,.298,.421,.521,47.5,53.2,8.6,6.4,.482,15.5,26.9,.225,-8.20,103.0,111.2,69.0,-.083,+1.19,104.1,102.9,-3.42
Drexel,32,9,23,.281,-7.36,-2.49,3,15,5,8,4,14,2397,2508,1300,865,1987,.435,256,741,.345,411,617,.666,379,1177,470,187,98,425,644,71.4,103.3,.311,.373,.526,49.8,54.3,8.1,8.1,.500,15.7,30.9,.207,-7.15,102.9,110.0,69.8,-.089,-0.96,104.6,105.5,-3.59
Duke,37,28,9,.757,21.58,10.93,11,7,15,1,4,6,2991,2597,1480,1019,2144,.475,311,822,.378,642,842,.762,387,1341,483,226,169,421,675,69.9,115.6,.393,.383,.588,51.9,47.4,8.7,10.7,.548,14.2,31.4,.299,+25.09,121.0,95.9,67.6,+.027,+12.38,111.5,99.1,+0.05
Duquesne,32,10,22,.313,-2.86,0.90,3,15,8,10,1,10,2256,2376,1280,785,1835,.428,226,677,.334,460,680,.676,343,1167,401,157,127,457,593,71.0,99.3,.371,.369,.523,49.4,51.1,6.9,10.0,.489,17.5,29.0,.251,-5.19,101.9,107.1,69.5,-.075,-0.87,103.2,104.1,-8.10
East Carolina,33,15,18,.455,-0.45,1.37,6,12,12,5,1,11,2088,2148,1320,716,1796,.399,214,668,.320,442,672,.658,370,1251,394,168,171,460,550,66.7,94.8,.374,.372,.494,50.4,55.0,7.6,13.2,.458,17.9,30.7,.246,-1.18,97.1,98.3,66.4,+.013,+1.06,105.2,104.1,-10.43
East Tennessee State,35,27,8,.771,7.59,-1.84,14,4,13,2,8,5,2782,2438,1415,960,1967,.488,265,693,.382,597,850,.702,357,1269,516,293,162,519,698,71.4,110.2,.432,.352,.587,53.1,53.8,11.6,13.6,.555,18.0,31.3,.304,+11.49,108.0,96.5,69.7,+.002,-1.39,105.3,106.7,+0.54
Eastern Illinois,29,14,15,.483,-5.15,-4.86,6,10,8,6,6,9,2169,2083,1195,772,1852,.417,259,696,.372,366,501,.731,345,1081,444,198,119,369,559,70.5,102.9,.271,.376,.519,49.0,57.5,9.4,10.7,.487,15.0,30.2,.198,-4.87,100.0,104.9,68.1,-.049,-4.70,102.8,107.5,-3.01
Eastern Kentucky,31,12,19,.387,-8.49,-2.28,5,11,8,6,3,12,2197,2330,1265,750,1751,.428,235,733,.321,462,655,.705,285,1018,422,185,113,430,619,69.7,99.7,.374,.419,.533,46.8,56.3,8.4,10.0,.495,17.3,26.1,.264,-9.47,98.4,107.8,67.1,+.015,-1.63,104.8,106.4,+0.63
Eastern Michigan,33,16,17,.485,0.00,0.35,7,11,10,6,5,10,2566,2409,1330,918,2046,.449,211,616,.343,519,716,.725,420,1201,443,317,144,399,704,71.2,108.4,.350,.301,.538,49.9,48.3,13.4,13.1,.500,14.3,34.3,.254,+1.24,106.1,104.8,67.7,-.078,+0.88,106.7,105.8,+5.62
Eastern Washington,34,22,12,.647,-2.65,-4.30,13,5,15,1,6,10,2695,2592,1410,947,1975,.479,281,741,.379,520,675,.770,305,1196,421,158,162,415,679,68.1,112.3,.342,.375,.587,50.9,44.5,6.6,12.5,.551,15.3,27.3,.263,-1.43,108.7,110.1,66.4,+.092,-5.70,102.7,108.4,+2.12
