Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Florida A&M,Kentucky,76,96,0,32,15,17,.469,-9.85,-7.94,10,8,8,4,3,12,2311,2372,,747,1802,.415,271,782,.347,546,771,.708,,1089,405,271,51,537,693,,,.428,.434,.533,47.5,54.2,,2.9,.490,19.9,,.303,-9.35,98.9,108.3,70.9,+.005,-9.84,96.9,106.7,+1.67,32,27,5,.844,18.83,8.55,13,3,11,2,7,2,2365,2036,,862,1828,.472,204,572,.357,437,627,.697,371,1160,504,249,110,468,584,,,.343,.313,.556,53.6,58.5,,6.3,.527,18.0,,.239,+23.35,113.5,90.1,66.1,+.031,+8.97,108.3,99.3,+3.47
Alabama-Birmingham,Washington,102,100,1,32,22,10,.688,11.76,5.63,12,4,14,1,5,5,2414,2218,1285,882,2006,.440,213,646,.330,437,656,.666,401,1119,564,371,115,431,681,,,.327,.322,.521,46.6,63.9,,6.5,.493,15.7,,.218,+13.63,108.1,94.5,70.7,+.019,+5.34,105.8,100.4,+1.60,31,19,12,.613,9.46,6.43,12,6,11,3,6,7,2543,2449,1250,890,1911,.466,201,569,.353,562,788,.713,382,1103,501,226,91,472,667,,,.412,.298,.556,49.9,56.3,,4.9,.518,17.1,,.294,+10.78,113.1,102.3,73.5,+.031,+6.16,106.6,100.4,+2.14
Pacific,Providence,66,58,1,33,25,8,.758,5.76,0.95,17,1,12,1,9,4,2272,2097,1330,764,1633,.468,195,546,.357,549,746,.736,304,1101,478,194,103,471,561,,,.457,.334,.572,50.5,62.6,,5.5,.528,19.2,,.336,+8.93,108.6,99.7,63.6,+.096,+0.28,103.4,103.1,+3.56,29,20,9,.690,14.87,8.21,11,5,11,4,8,3,2060,1867,1165,717,1592,.450,228,629,.362,398,553,.720,342,976,455,264,143,433,469,,,.347,.395,.555,50.5,63.5,,8.8,.522,18.9,,.250,+18.32,112.3,93.9,65.0,+.003,+8.80,107.9,99.1,+4.05
Illinois-Chicago,Kansas,53,78,0,32,24,8,.750,6.00,-0.47,12,4,11,1,9,3,2223,2016,,810,1797,.451,158,410,.385,445,700,.636,423,1126,468,247,85,405,572,,,.390,.228,.522,52.2,57.8,,5.1,.495,16.0,,.248,+10.39,107.5,97.1,64.6,+.037,-0.52,103.6,104.1,-2.97,33,24,9,.727,17.10,9.44,12,4,13,1,5,5,2503,2218,1330,895,1923,.465,188,562,.335,525,743,.707,409,1303,572,232,165,485,661,,,.386,.292,.550,52.8,63.9,,8.4,.514,17.6,,.273,+20.89,112.3,91.4,69.4,+.017,+10.39,109.2,98.8,+6.53
Boston College,Utah,58,51,1,34,24,10,.706,11.99,7.17,10,6,13,3,5,5,2312,2148,1380,819,1799,.455,128,393,.326,546,804,.679,425,1224,543,241,102,457,537,,,.447,.218,.530,52.2,66.3,,5.2,.491,17.3,,.304,+15.42,110.5,95.1,62.6,+.045,+7.21,106.2,99.0,-2.14,33,24,9,.727,11.37,4.53,9,5,15,1,6,5,2134,1893,,768,1630,.471,196,506,.387,402,556,.723,355,1140,426,146,111,463,566,,,.341,.310,.563,56.0,55.5,,6.7,.531,19.6,,.247,+14.13,110.1,96.0,58.8,+.064,+4.45,106.8,102.3,-0.97
Northern Iowa,Georgia Tech,60,65,0,31,21,10,.677,6.87,3.20,12,6,13,3,5,6,2147,2015,1255,723,1644,.440,223,630,.354,478,648,.738,268,1068,410,165,63,388,517,,,.394,.383,.550,49.9,56.7,,3.6,.508,16.6,,.291,+8.78,107.4,98.6,64.8,+.022,+2.45,103.9,101.4,-1.91,38,28,10,.737,20.66,11.21,9,7,13,3,8,5,2911,2552,,1029,2213,.465,267,729,.366,586,847,.692,429,1422,579,338,172,578,795,,,.383,.329,.557,50.1,56.3,,7.7,.525,18.1,,.265,+24.69,113.5,88.8,69.1,+.008,+13.74,110.8,97.1,+0.97
Michigan State,Nevada,66,72,0,30,18,12,.600,12.15,8.38,12,4,12,2,5,6,2138,2025,1220,748,1519,.492,190,474,.401,452,586,.771,270,910,441,214,54,438,630,,,.386,.312,.595,51.4,59.0,,3.6,.555,19.6,,.298,+15.66,117.2,101.5,64.0,-.014,+8.92,107.1,98.2,+7.60,34,25,9,.735,14.91,5.82,13,5,15,0,5,8,2579,2257,,901,1991,.453,172,501,.343,605,830,.729,449,1322,478,218,154,445,624,,,.417,.252,.541,53.9,53.1,,7.8,.496,15.7,,.304,+20.27,112.3,92.0,68.7,-.039,+7.09,107.6,100.5,+4.97
Gonzaga,Valparaiso,76,49,1,31,28,3,.903,18.94,3.32,14,0,14,0,11,0,2536,2052,,899,1765,.509,195,491,.397,543,724,.750,348,1230,556,192,116,418,500,,,.410,.278,.601,55.8,61.8,,6.1,.565,16.5,,.308,+25.34,120.8,95.5,66.6,+.013,+3.28,105.5,102.2,+7.00,31,18,13,.581,-0.09,0.01,11,5,10,5,4,6,2217,2201,1250,765,1740,.440,165,535,.308,522,740,.705,368,1183,474,210,97,500,692,,,.425,.307,.530,51.6,62.0,,5.4,.487,19.3,,.300,+0.53,100.1,99.6,69.2,+.068,-1.31,104.7,106.0,+0.85
Alabama-Birmingham,Kentucky,76,75,1,32,22,10,.688,11.76,5.63,12,4,14,1,5,5,2414,2218,1285,882,2006,.440,213,646,.330,437,656,.666,401,1119,564,371,115,431,681,,,.327,.322,.521,46.6,63.9,,6.5,.493,15.7,,.218,+13.63,108.1,94.5,70.7,+.019,+5.34,105.8,100.4,+1.60,32,27,5,.844,18.83,8.55,13,3,11,2,7,2,2365,2036,,862,1828,.472,204,572,.357,437,627,.697,371,1160,504,249,110,468,584,,,.343,.313,.556,53.6,58.5,,6.3,.527,18.0,,.239,+23.35,113.5,90.1,66.1,+.031,+8.97,108.3,99.3,+3.47
Kansas,Pacific,78,63,1,33,24,9,.727,17.10,9.44,12,4,13,1,5,5,2503,2218,1330,895,1923,.465,188,562,.335,525,743,.707,409,1303,572,232,165,485,661,,,.386,.292,.550,52.8,63.9,,8.4,.514,17.6,,.273,+20.89,112.3,91.4,69.4,+.017,+10.39,109.2,98.8,+6.53,33,25,8,.758,5.76,0.95,17,1,12,1,9,4,2272,2097,1330,764,1633,.468,195,546,.357,549,746,.736,304,1101,478,194,103,471,561,,,.457,.334,.572,50.5,62.6,,5.5,.528,19.2,,.336,+8.93,108.6,99.7,63.6,+.096,+0.28,103.4,103.1,+3.56
